text,label
Condomínio do apartamento 😅,Moradia
PRESENTE PARA JOÃO 😅,Outros
REMÉDIO DIPIRONA,Saúde
"Conta de luz Itaú R$ 564,11",Moradia
Compra de livro estatística hoje,Educação
Material escolar 😅,Educação
"AIRBNB ACADEMIA ✅ R$ 32,08",Viagem
Recebi salário urgente,Renda
"Presente para cliente hoje R$ 498,28",Outros
Aluguel de carro hoje,Viagem
Uber para trabalho ✅,Transporte
Pix recebido do João (pix),Renda
Restaurante Pizzaria,Lazer
Uber para centro 😅,Transporte
"Gás de cozinha R$ 239,55",Moradia
Gás de cozinha ✅,Moradia
PAGAMENTO ITAÚ ✅,Renda
Compra de supermercado Atacadão urgente,Mercado
"Sorvete Restaurante japonês urgente R$ 584,11",Lazer
Compra na Bom Preço,Outros
Presente para João,Outros
Sorvete McDonald's ✅,Lazer
Seguro viagem hoje,Viagem
Cinema com amigos 😅,Lazer
Depósito de salário Itaú urgente,Renda
Serviço iCloud (pix),Outros
"Gás de cozinha urgente R$ 550,58",Moradia
Conta de luz Unimed hoje,Moradia
Manutenção celular (pix),Outros
Manutenção celular (pix),Outros
YOUTUBE PREMIUM,Assinaturas
Gasolina no BR 😅,Transporte
"PEDÁGIO CASA HOJE R$ 63,30",Transporte
Pix recebido do João hoje,Renda
Seguro viagem urgente,Viagem
Mensalidade faculdade,Educação
Serviço iCloud ✅,Outros
Airbnb aeroporto,Viagem
Renovação iCloud,Assinaturas
"Bar Burger King R$ 582,65",Lazer
Fui no Carrefour comprar comida ✅,Mercado
Passagem de ônibus,Transporte
SERVIÇO ICLOUD 😅,Outros
Internet Itaú 😅,Moradia
Serviço Google One,Outros
Ifood McDonald's (pix),Lazer
Cinema com amigos,Lazer
CONSULTA MÉDICA ✅,Saúde
Pagamento diverso ✅,Outros
Spotify,Assinaturas
"Manutenção carro R$ 483,14",Outros
"Remédio vitamina C hoje R$ 85,53",Saúde
Serviço Google One,Outros
Netflix urgente,Assinaturas
BÔNUS DO TRABALHO 😅,Renda
"Renovação iCloud R$ 131,51",Assinaturas
99 para casa (pix),Transporte
"Presente para mãe 😅 R$ 330,64",Outros
"Passagem de ônibus ✅ R$ 45,05",Transporte
Mensalidade faculdade,Educação
Mensalidade faculdade,Educação
Hotel em trabalho 😅,Viagem
"Pagamento Tim urgente R$ 171,90",Renda
"Presente para cliente hoje R$ 389,97",Outros
"Hortifruti Bom Preço R$ 492,12",Mercado
"Pix recebido do Maria R$ 232,65",Renda
"Exame de sangue 😅 R$ 380,19",Saúde
Farmácia Panvel ✅,Saúde
Spotify,Assinaturas
Condomínio do apartamento (pix),Moradia
Gás de cozinha,Moradia
Assinatura ChatGPT Plus,Assinaturas
"Hotel em casa urgente R$ 392,49",Viagem
Airbnb aeroporto,Viagem
"Padaria Popular hoje R$ 133,84",Mercado
Sorvete Outback ✅,Lazer
"Doação R$ 507,45",Outros
Assinatura Office 365 ✅,Assinaturas
Airbnb academia ✅,Viagem
Pagamento diverso hoje,Outros
Compra de supermercado Assaí,Mercado
"Dentista hoje R$ 241,74",Saúde
Hotel em centro,Viagem
Uber para aeroporto,Transporte
"Presente para Maria urgente R$ 459,20",Outros
Conta de água Tim,Moradia
Manutenção moto,Outros
Alura (pix),Educação
Fui no Carrefour comprar comida ✅,Mercado
Renovação Google One urgente,Assinaturas
"Remédio vitamina C ✅ R$ 513,56",Saúde
Passagem aérea Azul urgente,Viagem
ALURA,Educação
COMPRA DE LIVRO ESTATÍSTICA URGENTE,Educação
Conta de luz Enel,Moradia
"Serviço iCloud (pix) R$ 597,77",Outros
Compra de livro finanças pessoais,Educação
Fui no Carrefour comprar comida 😅,Mercado
"UDEMY PYTHON URGENTE R$ 197,06",Educação
Renovação Office 365 ✅,Assinaturas
Recebi salário,Renda
Assinatura Office 365 ✅,Assinaturas
"Alura urgente R$ 380,42",Educação
Dentista hoje,Saúde
Presente para mãe hoje,Outros
"Conta de água Nubank (pix) R$ 522,36",Moradia
"Material escolar R$ 335,44",Educação
Pagamento Vivo urgente,Renda
Restaurante Outback hoje,Lazer
"Internet Claro hoje R$ 150,22",Moradia
"SEGURO VIAGEM HOJE R$ 181,57",Viagem
ALURA,Educação
Pix recebido do cliente,Renda
Açougue da esquina,Mercado
Passagem de ônibus hoje,Transporte
"Padaria da esquina R$ 190,98",Mercado
Recebi salário urgente,Renda
Recebi salário hoje,Renda
Uber para aeroporto,Transporte
Presente para cliente,Outros
"Plano de saúde Itaú urgente R$ 477,41",Saúde
"Spotify R$ 14,17",Assinaturas
Renovação Google One hoje,Assinaturas
Spotify,Assinaturas
Manutenção computador hoje,Outros
Bar McDonald's hoje,Lazer
"Renovação iCloud R$ 135,82",Assinaturas
MENSALIDADE FACULDADE ✅,Educação
Pedágio centro 😅,Transporte
Assinatura Google One ✅,Assinaturas
MANUTENÇÃO MOTO (PIX),Outros
Condomínio do apartamento urgente,Moradia
Depósito de salário Copasa,Renda
Seguro viagem (pix),Viagem
"CONDOMÍNIO DO APARTAMENTO ✅ R$ 442,24",Moradia
Netflix,Assinaturas
Farmácia Drogasil,Saúde
Presente para pai hoje,Outros
Assinatura iCloud 😅,Assinaturas
"Alura urgente R$ 485,52",Educação
Show/ingresso (pix),Lazer
Presente para pai,Outros
YouTube Premium 😅,Assinaturas
Mensalidade faculdade,Educação
Conta de luz Unimed hoje,Moradia
Gás de cozinha,Moradia
"Farmácia Pague Menos hoje R$ 480,78",Saúde
Padaria Central hoje,Mercado
"Conta de água Enel R$ 136,84",Moradia
"Remédio vitamina C R$ 253,39",Saúde
Farmácia Panvel,Saúde
Gás de cozinha,Moradia
"Farmácia Droga Raia R$ 467,93",Saúde
"Mensalidade faculdade R$ 514,86",Educação
Estacionamento centro,Transporte
Remédio vitamina C (pix),Saúde
Farmácia Droga Raia urgente,Saúde
DENTISTA,Saúde
"PASSEIO TURÍSTICO CASA R$ 549,31",Viagem
"Plano de saúde Itaú (pix) R$ 89,35",Saúde
Hotel em trabalho,Viagem
Renovação ChatGPT Plus 😅,Assinaturas
"Netflix (pix) R$ 168,55",Assinaturas
"Dentista hoje R$ 542,36",Saúde
Compra na Bom Preço,Outros
Serviço Office 365,Outros
Netflix urgente,Assinaturas
Ifood Pizzaria urgente,Lazer
99 para trabalho urgente,Transporte
Amazon Prime ✅,Assinaturas
Udemy Machine Learning hoje,Educação
Amazon Prime urgente,Assinaturas
Sorvete Restaurante japonês urgente,Lazer
Ifood McDonald's ✅,Lazer
Paguei aluguel,Moradia
Spotify,Assinaturas
Serviço Google One hoje,Outros
Material escolar ✅,Educação
Mensalidade faculdade urgente,Educação
Pix recebido do pai (pix),Renda
Cinema com amigos,Lazer
Gás de cozinha,Moradia
Pedágio casa (pix),Transporte
Dentista,Saúde
CURSO INGLÊS,Educação
Ifood Burger King (pix),Lazer
Recebi salário hoje,Renda
Compra de supermercado Supermercado local,Mercado
Estacionamento centro,Transporte
Compra no Pão de Açúcar,Mercado
Pagamento diverso,Outros
Ifood Outback ✅,Lazer
"Consulta médica R$ 14,74",Saúde
99 para casa (pix),Transporte
Amazon Prime ✅,Assinaturas
Compra de livro finanças pessoais hoje,Educação
"Passagem aérea Gol hoje R$ 588,78",Viagem
Gasolina no Ale 😅,Transporte
"Curso Python R$ 261,81",Educação
Internet Enel (pix),Moradia
Gasolina no Ipiranga 😅,Transporte
Udemy Machine Learning ✅,Educação
Bônus do trabalho (pix),Renda
Airbnb trabalho,Viagem
"Passeio turístico centro ✅ R$ 326,42",Viagem
Doação 😅,Outros
MATERIAL ESCOLAR ✅,Educação
Padaria da esquina urgente,Mercado
Presente para pai,Outros
"Padaria Popular R$ 365,12",Mercado
Renovação iCloud ✅,Assinaturas
"Compra no Supermercado local ✅ R$ 503,47",Mercado
SPOTIFY,Assinaturas
"Bar Restaurante japonês ✅ R$ 388,02",Lazer
Consulta médica hoje,Saúde
Aluguel de carro,Viagem
"Restaurante Burger King (pix) R$ 166,62",Lazer
"Consulta médica 😅 R$ 65,68",Saúde
BÔNUS DO TRABALHO ✅,Renda
Aluguel de carro hoje,Viagem
CINEMA COM AMIGOS HOJE,Lazer
"Hortifruti da esquina (pix) R$ 567,73",Mercado
Padaria Central (pix),Mercado
Hotel em trabalho urgente,Viagem
Estacionamento casa,Transporte
Doação urgente,Outros
"Uber para casa hoje R$ 251,20",Transporte
Cinema com amigos urgente,Lazer
UBER PARA AEROPORTO URGENTE,Transporte
COMPRA DE SUPERMERCADO ATACADÃO,Mercado
"Doação R$ 100,25",Outros
Ifood Pizzaria ✅,Lazer
PLANO DE SAÚDE ITAÚ ✅,Saúde
Fui no Carrefour comprar comida hoje,Mercado
Pedágio centro,Transporte
Pagamento diverso 😅,Outros
"Pedágio trabalho hoje R$ 349,96",Transporte
Udemy Inglês hoje,Educação
"Pix recebido do mãe (pix) R$ 597,25",Renda
Bônus do trabalho 😅,Renda
"Spotify R$ 207,54",Assinaturas
"Internet Tim (pix) R$ 332,33",Moradia
"Assinatura Google One urgente R$ 335,09",Assinaturas
Bar Pizzaria,Lazer
Cinema com amigos (pix),Lazer
"Spotify urgente R$ 581,70",Assinaturas
Curso Machine Learning urgente,Educação
Doação 😅,Outros
"Recebimento freelance {tipo} hoje R$ 168,84",Renda
"99 para casa R$ 128,60",Transporte
Exame de sangue urgente,Saúde
Plano de saúde Enel 😅,Saúde
Airbnb centro urgente,Viagem
Remédio ibuprofeno,Saúde
Seguro viagem hoje,Viagem
Pagamento Claro hoje,Renda
"PASSEIO TURÍSTICO ACADEMIA R$ 471,76",Viagem
Pagamento diverso,Outros
Conta de água Nubank,Moradia
Presente para João urgente,Outros
Farmácia Panvel,Saúde
"Seguro viagem urgente R$ 245,20",Viagem
Passeio turístico trabalho,Viagem
"Internet Tim R$ 188,07",Moradia
Netflix hoje,Assinaturas
"Remédio dipirona R$ 201,81",Saúde
"Material escolar ✅ R$ 509,94",Educação
Conta de luz Tim urgente,Moradia
Recebimento freelance {tipo},Renda
Mensalidade faculdade (pix),Educação
Pedágio aeroporto,Transporte
Airbnb centro,Viagem
SHOW/INGRESSO (PIX),Lazer
Compra no Supermercado local (pix),Mercado
GÁS DE COZINHA,Moradia
Doação urgente,Outros
Depósito de salário Enel (pix),Renda
Padaria Bom Preço ✅,Mercado
SORVETE OUTBACK HOJE,Lazer
Presente para João urgente,Outros
99 para aeroporto,Transporte
Ifood Outback urgente,Lazer
Manutenção computador,Outros
"Netflix (pix) R$ 223,87",Assinaturas
Doação,Outros
Gasolina no Shell,Transporte
"YouTube Premium (pix) R$ 281,91",Assinaturas
Pix recebido do pai 😅,Renda
Aluguel de carro (pix),Viagem
"Remédio vitamina C urgente R$ 220,99",Saúde
Fui no Supermercado local comprar comida (pix),Mercado
Ifood Burger King,Lazer
Hortifruti Bom Preço (pix),Mercado
Airbnb centro (pix),Viagem
Amazon Prime (pix),Assinaturas
"Restaurante Restaurante japonês ✅ R$ 89,60",Lazer
Restaurante Outback,Lazer
Plano de saúde Nubank,Saúde
PEDÁGIO CASA,Transporte
